index,n,initialh,no_boot,starttransmission,isdescent,time,speed,latitude,longitude,altitude,satellites,voltage,eulerX,eulerY,eulerZ,accelX,accelY,accelZ,gyroX,gyroY,gyroZ,temperature,magX,magY,magZ,linearAccelX,linearAccelY,linearAccelZ,gravityX,gravityY,gravityZ,altitude_difference,bmp_temperature,bmp_pressure
37763,2913,70.42,26,1,0,1250900,0.05,23.1142464,72.4985809,58.72,10010,6.57,78.25,-2.25,1.81,78.25,-2.25,1.81,1.88,-1.62,5.44,36.0,-36.69,-2.25,-25.75,-0.28,1.26,-2.48,-0.39,-0.3,9.79,-2.02,38.65,1005.06
37764,2913,70.42,26,1,0,1250900,0.05,23.1142464,72.4985809,58.72,10010,6.55,78.25,-2.31,1.88,78.25,-2.31,1.88,-3.0,1.12,-5.0,36.0,-36.25,-2.69,-26.56,0.34,-1.09,2.22,-0.39,-0.32,9.79,-2.06,38.65,1005.07
37765,2914,70.42,26,1,0,1250900,0.05,23.1142464,72.4985809,58.72,10010,6.55,78.19,-2.31,1.88,78.19,-2.31,1.88,4.5,-0.81,-4.5,36.0,-37.38,-3.5,-26.56,-0.11,-0.44,-0.34,-0.4,-0.32,9.79,-2.43,38.63,1005.11
37766,2914,70.42,26,1,0,1250900,0.05,23.1142464,72.4985809,58.72,10010,6.55,78.12,-2.25,1.81,78.12,-2.25,1.81,3.12,-2.75,-3.56,36.0,-37.38,-4.19,-26.56,-1.9,-0.8,-0.16,-0.38,-0.31,9.79,-2.82,38.62,1005.16
37767,2914,70.42,26,1,0,1250900,0.05,23.1142464,72.4985809,58.72,10010,6.55,78.06,-2.25,1.81,78.06,-2.25,1.81,-4.38,3.0,9.38,36.0,-37.38,-4.19,-26.56,2.76,0.23,-1.04,-0.39,-0.31,9.79,-3.21,38.62,1005.2
37768,2914,70.42,26,1,0,1250900,0.05,23.1142464,72.4985809,58.72,10010,6.57,77.94,-2.31,1.88,77.94,-2.31,1.88,-4.69,0.12,1.44,36.0,-36.69,-5.0,-25.75,-0.65,0.8,2.33,-0.4,-0.33,9.79,-3.6,38.62,1005.25
37769,2914,70.42,26,1,0,1250900,0.05,23.1142464,72.4985809,58.72,10010,6.55,77.88,-2.31,1.94,77.88,-2.31,1.94,3.44,-2.38,1.12,36.0,-37.75,-3.75,-25.75,-0.93,-0.29,-3.15,-0.39,-0.33,9.79,-4.08,38.62,1005.31
37770,2914,70.42,26,1,0,1250900,0.05,23.1142464,72.4985809,58.72,10010,6.55,77.75,-2.25,1.94,77.75,-2.25,1.94,3.06,-4.75,5.25,36.0,-37.0,-4.19,-24.06,0.84,0.16,-2.81,-0.38,-0.33,9.79,-4.33,38.63,1005.34
37771,2914,70.42,26,1,0,1250900,0.05,23.1142464,72.4985809,58.72,10010,6.55,77.62,-2.25,1.94,77.62,-2.25,1.94,-5.12,3.94,3.88,36.0,-37.0,-4.19,-24.06,1.1,0.76,4.56,-0.39,-0.33,9.79,-4.72,38.63,1005.38
37772,2914,70.42,26,1,0,1250900,0.05,23.1142464,72.4985809,58.72,10010,6.55,77.62,-2.25,1.88,77.62,-2.25,1.88,6.44,-4.94,-3.56,36.0,-37.0,-2.69,-23.69,-0.48,-1.25,-3.5,-0.38,-0.32,9.79,-5.22,38.64,1005.44
37773,2914,70.42,26,1,0,1250900,0.05,23.1142464,72.4985809,58.72,10010,6.55,77.62,-2.06,1.88,77.62,-2.06,1.88,-6.0,-7.19,6.69,36.0,-37.75,-4.5,-25.38,0.39,2.1,6.04,-0.34,-0.33,9.79,-5.56,38.65,1005.48
37774,2914,70.42,26,1,0,1250900,0.05,23.1142464,72.4985809,58.72,10010,6.55,77.56,-1.88,2.0,77.56,-1.88,2.0,1.19,-0.62,-0.19,36.0,-38.06,-3.75,-24.06,0.09,-2.42,-1.02,-0.32,-0.34,9.79,-5.7,38.65,1005.5
37775,2914,70.42,26,1,0,1251000,0.09,23.1142464,72.4985809,58.7,10010,6.53,77.5,-1.81,2.12,77.5,-1.81,2.12,-2.62,-2.12,5.5,36.0,-38.06,-3.75,-24.06,-0.94,1.66,2.28,-0.32,-0.36,9.79,-5.94,38.65,1005.53
37776,2914,70.42,26,1,0,1251000,0.09,23.1142464,72.4985809,58.7,10010,6.55,77.5,-1.81,2.19,77.5,-1.81,2.19,-1.69,-1.75,-2.06,36.0,-36.69,-3.5,-24.88,1.51,-0.73,-0.14,-0.3,-0.38,9.79,-6.16,38.66,1005.55
37777,2914,70.42,26,1,0,1251000,0.09,23.1142464,72.4985809,58.7,10010,6.55,77.5,-1.62,2.25,77.5,-1.62,2.25,-1.12,-3.94,-0.5,36.0,-37.38,-3.5,-24.06,-0.13,0.67,1.13,-0.28,-0.38,9.79,-6.18,38.66,1005.56
37778,2915,70.42,26,1,0,1251000,0.09,23.1142464,72.4985809,58.7,10010,6.52,77.38,-1.44,2.12,77.38,-1.44,2.12,-1.44,0.12,0.5,36.0,-37.06,-2.0,-22.19,-0.51,0.28,0.12,-0.25,-0.36,9.79,-5.97,38.64,1005.53
37779,2915,70.42,26,1,0,1251000,0.09,23.1142464,72.4985809,58.7,10010,6.59,77.38,-1.38,2.06,77.38,-1.38,2.06,2.88,-4.25,0.0,36.0,-36.06,-3.56,-22.19,0.71,-0.54,-0.61,-0.23,-0.35,9.79,-5.61,38.63,1005.49
37780,2915,70.42,26,1,0,1251000,0.09,23.1142464,72.4985809,58.7,10010,6.59,77.38,-1.19,1.94,77.38,-1.19,1.94,2.75,-3.19,-0.56,36.0,-37.5,-3.19,-21.75,-0.79,0.04,0.06,-0.2,-0.33,9.79,-5.27,38.63,1005.45
37781,2915,70.42,26,1,0,1251000,0.09,23.1142464,72.4985809,58.7,10010,6.59,77.31,-1.12,1.81,77.31,-1.12,1.81,3.94,-0.31,2.0,36.0,-36.38,-3.88,-22.06,-0.57,-0.22,0.41,-0.2,-0.31,9.79,-4.9,38.63,1005.41
37782,2915,70.42,26,1,0,1251000,0.09,23.1142464,72.4985809,58.7,10010,6.55,77.38,-1.19,1.75,77.38,-1.19,1.75,1.31,-0.06,-2.5,36.0,-36.38,-3.88,-22.06,0.54,-1.04,-0.56,-0.2,-0.29,9.79,-4.7,38.63,1005.38
37783,2915,70.42,26,1,0,1251000,0.09,23.1142464,72.4985809,58.7,10010,6.57,77.31,-1.06,1.75,77.31,-1.06,1.75,-2.38,-2.81,0.94,36.0,-36.75,-3.5,-21.25,-0.08,1.19,1.24,-0.18,-0.3,9.8,-4.5,38.64,1005.36
37784,2915,70.42,26,1,0,1251000,0.09,23.1142464,72.4985809,58.7,10010,6.57,77.31,-1.0,1.81,77.31,-1.0,1.81,2.38,-1.44,1.88,36.0,-36.19,-4.0,-22.06,-0.3,0.74,-1.2,-0.17,-0.3,9.8,-4.38,38.64,1005.34
37785,2915,70.42,26,1,0,1251000,0.09,23.1142464,72.4985809,58.7,10010,6.57,77.31,-0.94,1.69,77.31,-0.94,1.69,3.19,-0.25,0.75,36.0,-36.88,-3.19,-20.88,-0.39,0.23,0.08,-0.16,-0.29,9.8,-4.35,38.65,1005.34
37786,2915,70.42,26,1,0,1251000,0.09,23.1142464,72.4985809,58.7,10010,6.55,77.31,-0.88,1.5,77.31,-0.88,1.5,8.44,-2.19,-3.88,36.0,-36.88,-3.19,-20.88,0.81,-0.61,-1.57,-0.15,-0.25,9.8,-4.19,38.65,1005.32
37787,2915,70.42,26,1,0,1251000,0.09,23.1142464,72.4985809,58.7,10010,6.55,77.31,-0.69,1.19,77.31,-0.69,1.19,7.69,-4.62,1.81,36.0,-35.75,-3.25,-21.25,-0.9,0.64,0.98,-0.12,-0.2,9.8,-4.07,38.66,1005.31
37788,2915,70.42,26,1,0,1251000,0.09,23.1142464,72.4985809,58.7,10010,6.55,77.31,-0.75,1.0,77.31,-0.75,1.0,4.0,3.81,0.69,36.0,-37.0,-4.38,-21.19,-0.75,-0.87,-1.57,-0.12,-0.17,9.8,-4.04,38.66,1005.3
37789,2915,70.42,26,1,0,1251000,0.09,23.1142464,72.4985809,58.7,10010,6.55,77.31,-0.88,1.0,77.31,-0.88,1.0,-1.56,2.06,-2.94,36.0,-35.5,-3.56,-20.5,-0.74,0.76,1.68,-0.15,-0.17,9.8,-4.07,38.66,1005.31
37790,2915,70.42,26,1,0,1251100,0.29,23.1142464,72.4985809,58.7,10010,6.55,77.31,-0.88,1.0,77.31,-0.88,1.0,0.56,0.06,2.75,36.0,-36.25,-4.88,-21.06,0.83,0.69,-1.1,-0.15,-0.17,9.8,-3.9,38.67,1005.29
37791,2916,70.42,26,1,0,1251100,0.29,23.1142464,72.4985809,58.7,10010,6.53,77.31,-1.44,0.75,77.31,-1.44,0.75,-5.94,3.38,2.94,36.0,-36.56,-4.19,-21.88,1.48,0.93,1.07,-0.26,-0.13,9.8,-3.47,38.65,1005.23
37792,2916,70.42,26,1,0,1251100,0.29,23.1142464,72.4985809,58.7,10010,6.55,77.31,-1.44,0.88,77.31,-1.44,0.88,2.62,-2.69,-2.25,36.0,-36.56,-4.19,-21.88,0.85,-0.38,-2.1,-0.25,-0.15,9.8,-2.99,38.64,1005.18
37793,2916,70.42,26,1,0,1251100,0.29,23.1142464,72.4985809,58.7,10010,6.57,77.25,-1.44,0.75,77.25,-1.44,0.75,5.31,3.5,0.62,36.0,-36.56,-4.56,-21.25,-1.62,1.68,2.99,-0.25,-0.12,9.8,-2.34,38.63,1005.1
37794,2916,70.42,26,1,0,1251100,0.29,23.1142464,72.4985809,58.7,10010,6.57,77.25,-1.56,0.44,77.25,-1.56,0.44,10.5,-1.12,0.69,36.0,-36.25,-5.69,-21.75,0.39,-1.41,-0.32,-0.27,-0.05,9.8,-1.95,38.64,1005.05
37795,2916,70.42,26,1,0,1251100,0.29,23.1142464,72.4985809,58.7,10010,6.57,77.31,-1.44,0.06,77.31,-1.44,0.06,7.56,-6.12,-2.88,36.0,-36.25,-4.19,-21.75,0.25,0.27,2.85,-0.24,0.0,9.8,-1.59,38.64,1005.01
37796,2916,70.42,26,1,0,1251100,0.29,23.1142464,72.4985809,58.7,10010,6.53,77.31,-1.31,0.0,77.31,-1.31,0.0,1.69,-2.88,2.81,36.0,-36.25,-4.19,-21.75,-0.51,-2.18,-2.06,-0.22,0.0,9.8,-1.21,38.64,1004.96
37797,2916,70.42,26,1,0,1251100,0.29,23.1142464,72.4985809,58.7,10010,6.55,77.31,-1.25,0.0,77.31,-1.25,0.0,-5.75,-0.31,-3.06,36.0,-35.88,-4.56,-21.25,0.13,-0.93,0.26,-0.22,-0.02,9.8,-1.07,38.65,1004.95
37798,2916,70.42,26,1,0,1251100,0.29,23.1142464,72.4985809,58.7,10010,6.57,77.31,-1.19,0.25,77.31,-1.19,0.25,-5.81,-5.19,0.25,36.0,-35.88,-5.25,-20.88,-0.07,1.48,1.75,-0.2,-0.05,9.8,-1.01,38.65,1004.94
37799,2916,70.42,26,1,0,1251100,0.29,23.1142464,72.4985809,58.7,10010,6.55,77.38,-1.0,0.38,77.38,-1.0,0.38,1.75,-4.75,0.81,36.0,-36.56,-4.56,-21.25,0.71,-1.53,-2.59,-0.16,-0.06,9.8,-0.84,38.66,1004.92
37800,2916,70.42,26,1,0,1251100,0.29,23.1142464,72.4985809,58.7,10010,6.55,77.31,-0.81,0.38,77.31,-0.81,0.38,0.69,-4.81,2.62,36.0,-36.56,-4.56,-21.25,-0.87,0.49,1.06,-0.14,-0.06,9.8,-0.69,38.66,1004.9
37801,2916,70.42,26,1,0,1251100,0.29,23.1142464,72.4985809,58.7,10010,6.55,77.31,-0.69,0.31,77.31,-0.69,0.31,4.06,-2.38,-0.62,36.0,-36.56,-5.69,-20.5,-0.79,-0.63,-0.09,-0.11,-0.05,9.8,-0.44,38.67,1004.87
37802,2916,70.42,26,1,0,1251100,0.29,23.1142464,72.4985809,58.7,10010,6.57,77.31,-0.56,0.31,77.31,-0.56,0.31,0.94,-2.38,1.31,36.0,-37.0,-4.19,-20.06,0.65,-1.47,-0.36,-0.09,-0.05,9.8,-0.35,38.67,1004.86
37803,2916,70.42,26,1,0,1251100,0.29,23.1142464,72.4985809,58.7,10010,6.53,77.31,-0.44,0.31,77.31,-0.44,0.31,-1.75,-1.5,-1.75,36.0,-36.69,-4.25,-20.5,-0.66,1.27,3.41,-0.08,-0.06,9.8,-0.19,38.67,1004.84
37804,2917,70.42,26,1,0,1251200,0.26,23.1142464,72.4985809,58.74,10010,6.55,76.88,0.12,0.88,76.88,0.12,0.88,0.62,0.69,-0.81,36.0,-37.38,-5.19,-20.56,-0.79,0.5,1.93,0.02,-0.15,9.8,0.28,38.65,1004.79
37805,2917,70.42,26,1,0,1251200,0.26,23.1142464,72.4985809,58.74,10010,6.53,76.81,0.06,0.88,76.81,0.06,0.88,-1.75,0.44,0.69,36.0,-36.19,-5.0,-19.56,-0.6,0.25,1.75,0.01,-0.15,9.8,0.38,38.64,1004.78
37806,2917,70.42,26,1,0,1251200,0.26,23.1142464,72.4985809,58.74,10010,6.53,76.81,0.0,0.94,76.81,0.0,0.94,-1.81,1.44,1.38,36.0,-36.19,-3.38,-20.0,-0.71,0.1,1.48,0.0,-0.17,9.8,0.59,38.64,1004.75
37807,2917,70.42,26,1,0,1251200,0.26,23.1142464,72.4985809,58.74,10010,6.53,76.81,0.0,1.12,76.81,0.0,1.12,-3.94,2.38,0.5,36.0,-36.19,-3.38,-20.0,0.36,-0.36,0.35,0.0,-0.19,9.8,0.71,38.64,1004.74
37808,2917,70.42,26,1,0,1251200,0.26,23.1142464,72.4985809,58.74,10010,6.53,76.81,-0.06,1.25,76.81,-0.06,1.25,-4.31,1.94,-1.44,36.0,-37.0,-3.69,-20.75,-0.26,-0.04,1.09,-0.01,-0.22,9.8,0.93,38.64,1004.71
37809,2917,70.42,26,1,0,1251200,0.26,23.1142464,72.4985809,58.74,10010,6.55,76.81,-0.12,1.44,76.81,-0.12,1.44,-3.5,1.88,0.44,36.0,-36.56,-3.38,-19.25,-0.64,0.4,0.71,-0.03,-0.24,9.8,1.15,38.65,1004.68
37810,2917,70.42,26,1,0,1251200,0.26,23.1142464,72.4985809,58.74,10010,6.53,76.75,-0.19,1.5,76.75,-0.19,1.5,-2.19,2.56,2.5,36.0,-35.88,-2.88,-20.06,0.29,0.22,0.46,-0.04,-0.26,9.8,1.22,38.65,1004.67
37811,2917,70.42,26,1,0,1251200,0.26,23.1142464,72.4985809,58.74,10010,6.55,76.75,-0.31,1.56,76.75,-0.31,1.56,-0.38,3.31,-0.25,36.0,-35.88,-2.88,-20.06,-0.02,-0.27,0.77,-0.06,-0.27,9.8,1.35,38.66,1004.66
37812,2917,70.42,26,1,0,1251200,0.26,23.1142464,72.4985809,58.74,10010,6.53,76.69,-0.44,1.56,76.69,-0.44,1.56,-0.19,2.81,-0.5,36.0,-36.56,-2.88,-18.88,-0.73,0.5,0.88,-0.08,-0.27,9.8,1.44,38.66,1004.65
37813,2917,70.42,26,1,0,1251200,0.26,23.1142464,72.4985809,58.74,10010,6.53,76.69,-0.56,1.56,76.69,-0.56,1.56,0.38,3.19,1.38,36.0,-36.56,-3.5,-20.56,0.38,0.03,0.26,-0.1,-0.27,9.8,1.51,38.67,1004.64
37814,2917,70.42,26,1,0,1251200,0.26,23.1142464,72.4985809,58.74,10010,6.53,76.69,-0.69,1.56,76.69,-0.69,1.56,0.38,2.5,1.25,36.0,-36.56,-3.19,-21.0,0.49,-0.3,0.5,-0.12,-0.27,9.8,1.55,38.67,1004.63
37815,2917,70.42,26,1,0,1251200,0.26,23.1142464,72.4985809,58.74,10010,6.53,76.69,-0.75,1.56,76.69,-0.75,1.56,-0.75,1.88,0.88,36.0,-36.56,-2.75,-20.19,0.28,0.0,0.21,-0.13,-0.27,9.8,1.71,38.67,1004.62
37816,2917,70.42,26,1,0,1251200,0.26,23.1142464,72.4985809,58.74,10010,6.53,76.62,-0.81,1.56,76.62,-0.81,1.56,-0.62,1.75,1.81,36.0,-36.56,-2.75,-20.19,0.62,0.04,0.44,-0.14,-0.27,9.8,1.86,38.68,1004.6
37817,2918,70.42,26,1,0,1251300,0.46,23.1142502,72.4985809,58.93,10010,6.57,76.44,-1.31,0.94,76.44,-1.31,0.94,3.69,1.19,1.44,36.0,-36.5,-3.5,-22.25,0.95,-1.69,-1.4,-0.23,-0.15,9.8,2.08,38.66,1004.57
37818,2918,70.42,26,1,0,1251300,0.46,23.1142502,72.4985809,58.93,10010,6.57,76.38,-1.31,0.88,76.38,-1.31,0.88,-2.38,0.25,-3.31,36.0,-37.19,-3.5,-21.5,-1.39,1.18,1.61,-0.23,-0.16,9.8,2.29,38.65,1004.55
37819,2918,70.42,26,1,0,1251300,0.46,23.1142502,72.4985809,58.93,10010,6.5,76.38,-1.38,0.88,76.38,-1.38,0.88,0.62,0.38,4.56,36.0,-36.75,-2.38,-22.25,0.72,-0.51,-1.87,-0.23,-0.15,9.8,2.54,38.64,1004.52
37820,2918,70.42,26,1,0,1251300,0.46,23.1142502,72.4985809,58.93,10010,6.53,76.38,-1.38,0.88,76.38,-1.38,0.88,2.88,0.69,-0.31,36.0,-36.88,-3.88,-21.0,0.39,-0.51,0.35,-0.23,-0.15,9.8,2.72,38.65,1004.5
37821,2918,70.42,26,1,0,1251300,0.46,23.1142502,72.4985809,58.93,10010,6.55,76.31,-1.38,0.81,76.31,-1.38,0.81,3.69,0.69,3.81,36.0,-36.88,-3.88,-21.0,0.96,-1.42,-2.71,-0.23,-0.14,9.8,2.91,38.65,1004.47
37822,2918,70.42,26,1,0,1251300,0.46,23.1142502,72.4985809,58.93,10010,6.55,76.31,-1.38,0.75,76.31,-1.38,0.75,0.88,-0.12,-2.44,36.0,-36.5,-3.19,-21.0,-0.28,0.16,1.42,-0.23,-0.13,9.8,3.01,38.66,1004.46
37823,2918,70.42,26,1,0,1251300,0.46,23.1142502,72.4985809,58.93,10010,6.55,76.25,-1.38,0.75,76.25,-1.38,0.75,-1.12,-1.0,0.88,36.0,-36.5,-3.56,-23.56,-0.66,0.78,1.79,-0.23,-0.13,9.8,3.29,38.66,1004.43
37824,2918,70.42,26,1,0,1251300,0.46,23.1142502,72.4985809,58.93,10010,6.55,76.19,-1.12,0.69,76.19,-1.12,0.69,0.31,0.25,-0.25,36.0,-36.06,-2.75,-22.19,0.88,-1.42,-1.29,-0.19,-0.12,9.8,3.58,38.65,1004.39
37825,2919,70.42,26,1,0,1251400,0.44,23.1142521,72.4985809,59.23,10010,6.57,75.94,-0.5,1.06,75.94,-0.5,1.06,-0.69,-1.25,3.44,36.0,-36.88,-2.0,-21.25,0.04,0.37,-0.86,-0.09,-0.18,9.8,4.31,38.63,1004.31
37826,2919,70.42,26,1,0,1251400,0.44,23.1142521,72.4985809,59.23,10010,6.57,75.88,-0.5,1.06,75.88,-0.5,1.06,-0.81,-1.44,3.31,36.0,-36.56,-2.0,-21.0,0.06,0.08,-1.46,-0.08,-0.18,9.8,4.54,38.63,1004.28
37827,2919,70.42,26,1,0,1251400,0.44,23.1142521,72.4985809,59.23,10010,6.57,75.81,-0.44,1.12,75.81,-0.44,1.12,1.56,-0.75,0.25,36.0,-36.56,-3.19,-21.0,0.04,-0.94,0.18,-0.07,-0.19,9.8,4.71,38.63,1004.26
37828,2919,70.42,26,1,0,1251400,0.44,23.1142521,72.4985809,59.23,10010,6.55,75.81,-0.38,1.12,75.81,-0.38,1.12,0.88,-0.94,3.94,36.0,-36.88,-1.25,-20.06,0.31,-0.6,-2.28,-0.07,-0.19,9.8,4.84,38.64,1004.24
37829,2919,70.42,26,1,0,1251400,0.44,23.1142521,72.4985809,59.23,10010,6.55,75.81,-0.38,1.12,75.81,-0.38,1.12,-0.94,-0.12,-2.19,36.0,-36.88,-1.25,-20.06,-0.35,0.04,1.33,-0.06,-0.2,9.8,4.98,38.65,1004.23
37830,2919,70.42,26,1,0,1251400,0.44,23.1142521,72.4985809,59.23,10010,6.55,75.75,-0.38,1.19,75.75,-0.38,1.19,-3.56,-1.31,2.25,36.0,-36.25,-2.38,-21.38,-0.37,0.72,0.3,-0.06,-0.21,9.8,5.13,38.66,1004.21
37831,2919,70.42,26,1,0,1251400,0.44,23.1142521,72.4985809,59.23,10010,6.57,75.69,-0.38,1.25,75.69,-0.38,1.25,2.06,0.19,2.56,36.0,-37.25,-1.69,-21.38,0.75,-1.83,-2.26,-0.06,-0.21,9.8,5.32,38.66,1004.19
37832,2919,70.42,26,1,0,1251400,0.44,23.1142521,72.4985809,59.23,10010,6.55,75.62,-0.31,1.25,75.62,-0.31,1.25,-2.19,0.12,-3.12,36.0,-36.88,-2.75,-20.19,-0.89,1.8,2.49,-0.06,-0.22,9.8,5.49,38.67,1004.17
37833,2919,70.42,26,1,0,1251400,0.44,23.1142521,72.4985809,59.23,10010,6.55,75.69,-0.31,1.25,75.69,-0.31,1.25,2.31,0.81,-1.38,36.0,-36.88,-2.75,-20.19,0.67,-1.38,-1.02,-0.06,-0.22,9.8,5.43,38.68,1004.17
37834,2919,70.42,26,1,0,1251400,0.44,23.1142521,72.4985809,59.23,10010,6.55,75.62,-0.31,1.25,75.62,-0.31,1.25,-2.38,-0.88,-1.12,36.0,-36.56,-2.0,-20.56,-0.64,1.71,2.08,-0.05,-0.22,9.8,5.54,38.68,1004.16
37835,2919,70.42,26,1,0,1251400,0.44,23.1142521,72.4985809,59.23,10010,6.55,75.62,-0.31,1.19,75.62,-0.31,1.19,2.56,-0.75,3.62,36.0,-36.88,-2.0,-20.19,-0.04,-1.01,-2.96,-0.05,-0.21,9.8,5.57,38.69,1004.16
37836,2920,70.42,26,1,0,1251500,0.56,23.114254,72.4985886,59.57,10010,6.59,75.25,-0.38,0.81,75.25,-0.38,0.81,3.75,-0.12,-0.19,36.0,-37.38,-1.56,-21.0,0.03,-1.15,-0.91,-0.07,-0.13,9.8,6.01,38.67,1004.1
37837,2920,70.42,26,1,0,1251500,0.56,23.114254,72.4985886,59.57,10010,6.55,75.19,-0.38,0.75,75.19,-0.38,0.75,-0.62,0.44,2.31,36.0,-36.25,-1.88,-21.38,0.62,1.49,0.99,-0.06,-0.13,9.8,6.29,38.66,1004.07
37838,2920,70.42,26,1,0,1251500,0.56,23.114254,72.4985886,59.57,10010,6.55,75.12,-0.38,0.69,75.12,-0.38,0.69,0.5,-0.88,2.5,36.0,-36.25,-1.19,-21.0,-1.08,-1.32,-1.53,-0.06,-0.12,9.8,6.6,38.65,1004.03
37839,2920,70.42,26,1,0,1251500,0.56,23.114254,72.4985886,59.57,10010,6.55,75.06,-0.38,0.69,75.06,-0.38,0.69,-1.75,0.38,3.19,36.0,-36.25,-1.19,-21.0,0.3,0.82,0.58,-0.07,-0.12,9.8,6.82,38.66,1004.01
37840,2920,70.42,26,1,0,1251500,0.56,23.114254,72.4985886,59.57,10010,6.55,75.06,-0.38,0.62,75.06,-0.38,0.62,2.19,-0.38,0.88,36.0,-36.25,-1.88,-20.56,-0.9,-1.48,-1.51,-0.07,-0.12,9.8,7.02,38.66,1003.98
37841,2920,70.42,26,1,0,1251500,0.56,23.114254,72.4985886,59.57,10010,6.57,75.0,-0.44,0.62,75.0,-0.44,0.62,1.19,1.56,0.06,36.0,-36.25,-1.88,-20.56,-0.47,0.05,-0.02,-0.07,-0.11,9.8,7.16,38.67,1003.97
37842,2920,70.42,26,1,0,1251500,0.56,23.114254,72.4985886,59.57,10010,6.55,74.94,-0.44,0.62,74.94,-0.44,0.62,2.25,1.44,-1.44,36.0,-37.0,-2.25,-20.19,-0.37,-0.96,-0.91,-0.08,-0.1,9.8,7.32,38.67,1003.95
37843,2920,70.42,26,1,0,1251500,0.56,23.114254,72.4985886,59.57,10010,6.57,74.88,-0.5,0.56,74.88,-0.5,0.56,3.38,0.25,-0.19,36.0,-36.56,-1.19,-20.56,-0.26,-0.74,-0.63,-0.08,-0.09,9.8,7.47,38.68,1003.93
37844,2920,70.42,26,1,0,1251500,0.56,23.114254,72.4985886,59.57,10010,6.55,74.81,-0.5,0.5,74.81,-0.5,0.5,0.94,1.06,2.0,36.0,-36.56,-1.19,-20.56,0.92,0.91,0.52,-0.09,-0.09,9.8,7.47,38.68,1003.93
37845,2920,70.42,26,1,0,1251500,0.56,23.114254,72.4985886,59.57,10010,6.55,74.69,-0.5,0.44,74.69,-0.5,0.44,0.44,-0.12,4.94,36.0,-37.0,-1.19,-21.0,0.6,0.66,0.44,-0.09,-0.07,9.8,7.66,38.69,1003.91
37846,2920,70.42,26,1,0,1251500,0.56,23.114254,72.4985886,59.57,10010,6.55,74.56,-0.5,0.38,74.56,-0.5,0.38,3.44,0.56,0.81,36.0,-36.69,-0.5,-21.38,-1.21,-1.48,-1.17,-0.09,-0.06,9.8,7.83,38.69,1003.89
37847,2920,70.42,26,1,0,1251500,0.56,23.114254,72.4985886,59.57,10010,6.55,74.44,-0.56,0.31,74.44,-0.56,0.31,-0.44,1.44,3.56,36.0,-37.38,-1.88,-21.88,0.63,0.81,0.11,-0.1,-0.05,9.8,7.95,38.7,1003.87
37848,2920,70.42,26,1,0,1251500,0.56,23.114254,72.4985886,59.57,10010,6.55,74.38,-0.56,0.31,74.38,-0.56,0.31,0.44,0.31,2.94,36.0,-36.25,-1.56,-20.56,-0.21,0.21,0.28,-0.1,-0.05,9.8,8.04,38.7,1003.86
37849,2921,70.42,26,1,0,1251600,0.41,23.1142559,72.4985809,60.02,10010,6.57,74.12,-0.69,0.0,74.12,-0.69,0.0,-0.25,-0.81,0.5,36.0,-36.88,-0.75,-21.88,-0.55,0.38,-0.72,-0.12,0.0,9.8,8.45,38.68,1003.81
37850,2921,70.42,26,1,0,1251600,0.41,23.1142559,72.4985809,60.02,10010,6.57,74.12,-0.69,0.0,74.12,-0.69,0.0,1.44,0.12,0.44,36.0,-36.88,-0.75,-21.88,0.44,-1.31,-0.64,-0.12,0.0,9.8,8.64,38.67,1003.79
37851,2921,70.42,26,1,0,1251600,0.41,23.1142559,72.4985809,60.02,10010,6.5,74.06,-0.69,0.0,74.06,-0.69,0.0,-0.81,0.06,0.38,36.0,-35.75,-2.25,-21.38,0.08,0.69,1.34,-0.12,0.0,9.8,8.8,38.66,1003.77
37852,2921,70.42,26,1,0,1251600,0.41,23.1142559,72.4985809,60.02,10010,6.53,74.06,-0.69,0.0,74.06,-0.69,0.0,0.25,-1.31,2.19,36.0,-36.56,-1.5,-21.06,-0.78,0.01,-1.67,-0.11,0.0,9.8,8.96,38.66,1003.75
37853,2921,70.42,26,1,0,1251600,0.41,23.1142559,72.4985809,60.02,10010,6.57,74.0,-0.69,0.0,74.0,-0.69,0.0,-1.12,-0.5,2.0,36.0,-36.88,-1.06,-21.06,-0.12,0.75,0.81,-0.12,0.01,9.8,9.12,38.67,1003.73
37854,2921,70.42,26,1,0,1251600,0.41,23.1142559,72.4985809,60.02,10010,6.53,73.94,-0.69,-0.06,73.94,-0.69,-0.06,2.31,-0.75,1.62,36.0,-36.88,-1.06,-21.06,-0.38,-0.9,-2.1,-0.11,0.01,9.8,9.33,38.67,1003.71
37855,2921,70.42,26,1,0,1251600,0.41,23.1142559,72.4985809,60.02,10010,6.55,73.88,-0.62,-0.06,73.88,-0.62,-0.06,0.62,1.0,2.0,36.0,-35.75,-1.19,-20.69,0.65,0.39,1.57,-0.11,0.02,9.8,9.47,38.68,1003.69
37856,2921,70.42,26,1,0,1251600,0.41,23.1142559,72.4985809,60.02,10010,6.55,73.75,-0.62,-0.06,73.75,-0.62,-0.06,-2.12,-0.19,2.31,36.0,-37.25,-0.5,-21.5,0.63,1.03,1.65,-0.11,0.02,9.8,9.54,38.68,1003.68
