index,n,initialh,no_boot,starttransmission,isdescent,time,speed,latitude,longitude,altitude,satellites,voltage,eulerX,eulerY,eulerZ,accelX,accelY,accelZ,gyroX,gyroY,gyroZ,temperature,magX,magY,magZ,linearAccelX,linearAccelY,linearAccelZ,gravityX,gravityY,gravityZ,altitude_difference,bmp_temperature,bmp_pressure
37857,2921,70.42,26,1,0,1251600,0.41,23.1142559,72.4985809,60.02,10010,6.55,73.69,-0.69,-0.06,73.69,-0.69,-0.06,-3.0,-0.25,2.69,36.0,-37.0,-1.88,-21.38,-1.01,-0.08,-0.82,-0.11,0.01,9.8,9.73,38.69,1003.66
37858,2921,70.42,26,1,0,1251600,0.41,23.1142559,72.4985809,60.02,10010,6.55,73.62,-0.69,-0.06,73.62,-0.69,-0.06,-2.19,1.69,1.81,36.0,-35.75,-0.75,-20.25,0.44,1.43,1.36,-0.12,0.01,9.8,9.83,38.69,1003.65
37859,2921,70.42,26,1,0,1251600,0.41,23.1142559,72.4985809,60.02,10010,6.53,73.56,-0.69,0.0,73.56,-0.69,0.0,-1.31,-0.62,3.12,36.0,-35.75,-0.75,-20.25,-1.11,-0.65,-1.65,-0.12,0.0,9.8,9.87,38.7,1003.64
37860,2921,70.42,26,1,0,1251600,0.41,23.1142559,72.4985809,60.02,10010,6.57,73.5,-0.69,0.0,73.5,-0.69,0.0,1.62,0.75,0.75,36.0,-36.88,-1.19,-20.69,0.52,-0.25,0.69,-0.12,0.0,9.8,9.86,38.7,1003.64
37861,2921,70.42,26,1,0,1251600,0.41,23.1142559,72.4985809,60.02,10010,6.55,73.44,-0.75,0.0,73.44,-0.75,0.0,-2.62,0.69,2.56,36.0,-36.56,-1.19,-21.19,0.08,0.59,0.31,-0.13,0.0,9.8,10.04,38.71,1003.62
37862,2922,70.42,26,1,0,1251700,0.44,23.1142597,72.4985809,60.51,10010,6.55,72.75,-0.62,0.25,72.75,-0.62,0.25,0.12,-0.38,-0.12,36.0,-35.75,-0.5,-21.5,-0.3,0.08,-0.1,-0.1,-0.04,9.8,10.48,38.69,1003.57
37863,2922,70.42,26,1,0,1251700,0.44,23.1142597,72.4985809,60.51,10010,6.53,72.75,-0.56,0.25,72.75,-0.56,0.25,-0.81,-1.12,0.88,36.0,-36.19,-0.06,-20.25,0.13,0.36,-0.29,-0.1,-0.04,9.8,10.6,38.67,1003.56
37864,2922,70.42,26,1,0,1251700,0.44,23.1142597,72.4985809,60.51,10010,6.53,72.69,-0.56,0.25,72.69,-0.56,0.25,-0.12,-0.31,-0.06,36.0,-36.19,-0.06,-20.25,0.14,-0.9,0.32,-0.1,-0.05,9.8,10.81,38.67,1003.53
37865,2922,70.42,26,1,0,1251700,0.44,23.1142597,72.4985809,60.51,10010,6.53,72.69,-0.56,0.31,72.69,-0.56,0.31,-1.06,-1.38,0.56,36.0,-36.56,0.19,-21.06,-0.61,0.34,-1.06,-0.09,-0.05,9.8,10.97,38.67,1003.51
37866,2922,70.42,26,1,0,1251700,0.44,23.1142597,72.4985809,60.51,10010,6.55,72.69,-0.5,0.31,72.69,-0.5,0.31,-0.56,-1.25,0.06,36.0,-36.19,-0.5,-21.19,0.43,0.14,0.07,-0.09,-0.06,9.8,11.23,38.68,1003.48
37867,2922,70.42,26,1,0,1251700,0.44,23.1142597,72.4985809,60.51,10010,6.52,72.69,-0.5,0.38,72.69,-0.5,0.38,-1.19,-0.69,1.38,36.0,-36.5,0.0,-20.69,0.78,0.1,0.41,-0.08,-0.06,9.8,11.59,38.68,1003.44
37868,2922,70.42,26,1,0,1251700,0.44,23.1142597,72.4985809,60.51,10010,6.48,72.62,-0.44,0.38,72.62,-0.44,0.38,-0.69,-1.81,0.69,36.0,-35.25,0.69,-21.19,0.95,0.05,0.62,-0.07,-0.07,9.8,11.7,38.69,1003.42
37869,2922,70.42,26,1,0,1251700,0.44,23.1142597,72.4985809,60.51,10010,6.5,72.62,-0.38,0.38,72.62,-0.38,0.38,-1.62,-0.5,2.19,36.0,-35.25,0.69,-21.19,-0.87,-0.06,-0.62,-0.07,-0.07,9.8,11.9,38.69,1003.4
37870,2922,70.42,26,1,0,1251700,0.44,23.1142597,72.4985809,60.51,10010,6.57,72.56,-0.31,0.44,72.56,-0.31,0.44,-1.81,-0.19,1.25,36.0,-36.25,-0.25,-21.19,-0.31,-0.23,-0.51,-0.06,-0.07,9.8,12.07,38.7,1003.38
37871,2922,70.42,26,1,0,1251700,0.44,23.1142597,72.4985809,60.51,10010,6.57,72.56,-0.25,0.44,72.56,-0.25,0.44,-1.75,-1.31,2.06,36.0,-36.56,0.06,-20.69,1.08,-0.31,1.06,-0.05,-0.08,9.8,12.04,38.7,1003.38
37872,2922,70.42,26,1,0,1251700,0.44,23.1142597,72.4985809,60.51,10010,6.55,72.56,-0.19,0.44,72.56,-0.19,0.44,0.81,-2.06,-0.25,36.0,-36.19,0.0,-20.25,0.59,-0.36,0.87,-0.03,-0.08,9.8,12.11,38.71,1003.38
37873,2922,70.42,26,1,0,1251700,0.44,23.1142597,72.4985809,60.51,10010,6.55,72.5,-0.19,0.44,72.5,-0.19,0.44,0.31,-2.0,1.62,36.0,-36.19,0.0,-20.25,0.29,-0.32,0.7,-0.02,-0.08,9.8,12.22,38.71,1003.36
37874,2922,70.42,26,1,0,1251700,0.44,23.1142597,72.4985809,60.51,10010,6.55,72.5,-0.12,0.44,72.5,-0.12,0.44,0.88,-0.94,-0.44,36.0,-37.0,-0.56,-20.25,1.18,0.53,0.93,-0.02,-0.08,9.8,12.29,38.72,1003.35
37875,2923,70.42,26,1,0,1251700,0.44,23.1142597,72.4985809,60.51,10010,6.55,71.5,-0.06,0.31,71.5,-0.06,0.31,1.5,0.88,1.75,36.0,-36.0,0.69,-20.25,-1.18,-0.63,-1.64,-0.01,-0.05,9.8,12.5,38.69,1003.33
37876,2923,70.42,26,1,0,1251700,0.44,23.1142597,72.4985809,60.51,10010,6.53,71.44,-0.06,0.25,71.44,-0.06,0.25,-1.81,0.62,3.5,36.0,-37.19,0.0,-20.56,-0.03,0.09,0.37,-0.01,-0.04,9.8,12.78,38.68,1003.3
37877,2923,70.42,26,1,0,1251800,0.43,23.1142635,72.4985733,61.01,10010,6.55,71.31,-0.06,0.25,71.31,-0.06,0.25,2.88,0.25,0.69,36.0,-35.25,0.69,-21.06,0.45,0.5,0.28,-0.01,-0.03,9.8,12.95,38.68,1003.28
37878,2923,70.42,26,1,0,1251800,0.43,23.1142635,72.4985733,61.01,10010,6.55,71.25,-0.12,0.19,71.25,-0.12,0.19,-1.12,0.06,3.38,36.0,-36.06,0.38,-20.56,0.35,0.55,0.87,-0.02,-0.03,9.8,13.14,38.68,1003.25
37879,2923,70.42,26,1,0,1251800,0.43,23.1142635,72.4985733,61.01,10010,6.55,71.19,-0.12,0.19,71.19,-0.12,0.19,3.25,0.19,-0.06,36.0,-36.06,0.38,-20.56,-0.02,0.15,-0.26,-0.02,-0.03,9.8,13.41,38.68,1003.22
37880,2923,70.42,26,1,0,1251800,0.43,23.1142635,72.4985733,61.01,10010,6.55,71.12,-0.12,0.19,71.12,-0.12,0.19,-1.88,0.31,1.94,36.0,-36.5,0.75,-21.0,-0.77,-0.97,-1.15,-0.02,-0.03,9.8,13.6,38.69,1003.2
37881,2923,70.42,26,1,0,1251800,0.43,23.1142635,72.4985733,61.01,10010,6.55,71.06,-0.12,0.12,71.06,-0.12,0.12,0.0,-0.81,2.56,36.0,-36.06,0.75,-19.38,0.55,0.86,1.0,-0.02,-0.03,9.8,13.68,38.7,1003.19
37882,2923,70.42,26,1,0,1251800,0.43,23.1142635,72.4985733,61.01,10010,6.55,71.0,-0.12,0.12,71.0,-0.12,0.12,3.38,-0.44,0.19,36.0,-36.75,0.75,-20.19,-0.3,-0.81,-1.22,-0.02,-0.02,9.8,13.78,38.7,1003.18
37883,2923,70.42,26,1,0,1251800,0.43,23.1142635,72.4985733,61.01,10010,6.55,70.94,-0.06,0.12,70.94,-0.06,0.12,-1.62,-0.56,2.12,36.0,-36.75,1.06,-20.56,-0.73,-0.01,-0.12,-0.01,-0.02,9.8,13.91,38.71,1003.16
37884,2923,70.42,26,1,0,1251800,0.43,23.1142635,72.4985733,61.01,10010,6.57,70.94,-0.06,0.06,70.94,-0.06,0.06,0.94,-0.38,2.94,36.0,-36.75,1.06,-20.56,0.55,0.68,0.77,-0.01,-0.01,9.8,14.03,38.71,1003.15
37885,2923,70.42,26,1,0,1251800,0.43,23.1142635,72.4985733,61.01,10010,6.55,70.81,-0.06,0.06,70.81,-0.06,0.06,2.56,0.19,0.5,36.0,-35.75,1.5,-19.38,-0.36,-1.57,-1.67,-0.01,-0.01,9.8,14.09,38.72,1003.14
37886,2923,70.42,26,1,0,1251800,0.43,23.1142635,72.4985733,61.01,10010,6.55,70.75,-0.06,0.0,70.75,-0.06,0.0,-2.69,0.44,2.81,36.0,-37.25,0.25,-21.06,-0.45,0.87,0.76,-0.01,-0.01,9.8,14.1,38.72,1003.14
37887,2923,70.42,26,1,0,1251800,0.43,23.1142635,72.4985733,61.01,10010,6.55,70.69,-0.06,0.0,70.69,-0.06,0.0,2.0,0.06,2.62,36.0,-36.56,0.69,-19.75,0.47,-0.1,-0.5,-0.01,0.0,9.8,14.27,38.72,1003.12
37888,2924,70.42,26,1,0,1251800,0.43,23.1142635,72.4985733,61.01,10010,6.55,70.5,0.0,-0.12,70.5,0.0,-0.12,-2.19,-0.44,-0.25,36.0,-37.25,1.56,-20.19,-0.64,0.62,1.25,0.0,0.02,9.8,14.73,38.7,1003.06
37889,2924,70.42,26,1,0,1251800,0.43,23.1142635,72.4985733,61.01,10010,6.55,70.5,0.0,-0.12,70.5,0.0,-0.12,1.0,0.0,2.81,36.0,-37.25,1.56,-20.19,-0.41,0.42,-0.4,0.0,0.03,9.8,15.06,38.69,1003.02
37890,2924,70.42,26,1,0,1251800,0.43,23.1142635,72.4985733,61.01,10010,6.55,70.44,0.0,-0.12,70.44,0.0,-0.12,1.44,0.44,-1.44,36.0,-36.56,1.06,-20.56,0.46,-1.33,-1.47,0.0,0.03,9.8,15.26,38.69,1003.0
37891,2924,70.42,26,1,0,1251800,0.43,23.1142635,72.4985733,61.01,10010,6.53,70.44,0.0,-0.19,70.44,0.0,-0.19,-2.0,-0.81,1.5,36.0,-36.56,1.5,-21.88,-0.77,1.4,1.92,0.0,0.03,9.8,15.42,38.69,1002.98
37892,2924,70.42,26,1,0,1251900,0.44,23.1142654,72.4985733,61.53,10010,6.55,70.38,0.0,-0.19,70.38,0.0,-0.19,2.81,0.69,1.12,36.0,-36.88,1.56,-20.56,0.06,-1.52,-2.36,0.0,0.03,9.8,15.56,38.69,1002.97
37893,2924,70.42,26,1,0,1251900,0.44,23.1142654,72.4985733,61.53,10010,6.55,70.31,0.0,-0.19,70.31,0.0,-0.19,0.06,-0.75,1.44,36.0,-36.19,1.19,-20.19,-0.92,1.3,1.11,0.0,0.03,9.8,15.73,38.7,1002.95
37894,2924,70.42,26,1,0,1251900,0.44,23.1142654,72.4985733,61.53,10010,6.55,70.31,0.0,-0.25,70.31,0.0,-0.25,2.88,1.06,0.31,36.0,-36.19,1.19,-20.19,0.44,-1.75,-2.42,0.0,0.04,9.8,15.81,38.7,1002.93
37895,2924,70.42,26,1,0,1251900,0.44,23.1142654,72.4985733,61.53,10010,6.53,70.31,0.0,-0.25,70.31,0.0,-0.25,-1.12,-0.38,1.31,36.0,-36.88,1.19,-20.56,0.0,0.56,1.69,0.0,0.04,9.8,16.02,38.71,1002.91
37896,2924,70.42,26,1,0,1251900,0.44,23.1142654,72.4985733,61.53,10010,6.52,70.31,0.0,-0.31,70.31,0.0,-0.31,1.94,-0.69,0.06,36.0,-36.19,1.56,-21.38,-1.18,-0.19,-1.23,-0.01,0.06,9.8,16.14,38.71,1002.9
37897,2924,70.42,26,1,0,1251900,0.44,23.1142654,72.4985733,61.53,10010,6.53,70.25,0.0,-0.38,70.25,0.0,-0.38,2.0,0.88,0.5,36.0,-36.19,1.19,-20.19,0.99,-1.06,-0.72,-0.01,0.06,9.8,16.22,38.72,1002.89
37898,2924,70.42,26,1,0,1251900,0.44,23.1142654,72.4985733,61.53,10010,6.52,70.19,0.0,-0.38,70.19,0.0,-0.38,-1.38,-1.25,2.69,36.0,-35.75,1.19,-20.56,0.99,-0.61,0.32,0.0,0.07,9.8,16.3,38.72,1002.88
37899,2924,70.42,26,1,0,1251900,0.44,23.1142654,72.4985733,61.53,10010,6.55,70.19,0.0,-0.38,70.19,0.0,-0.38,2.38,-0.12,-1.12,36.0,-35.75,1.19,-20.56,-0.6,1.05,0.6,0.0,0.07,9.8,16.28,38.72,1002.88
37900,2924,70.42,26,1,0,1251900,0.44,23.1142654,72.4985733,61.53,10010,6.55,70.12,0.0,-0.44,70.12,0.0,-0.44,-0.44,0.19,4.12,36.0,-36.56,1.56,-19.38,-0.41,-1.55,-1.97,0.0,0.07,9.8,16.24,38.73,1002.88
37901,2925,70.42,26,1,0,1251900,0.44,23.1142654,72.4985733,61.53,10010,6.55,68.44,0.06,-0.62,68.44,0.06,-0.62,3.31,0.62,3.88,36.0,-36.5,2.0,-21.38,0.54,0.37,-0.03,0.01,0.11,9.8,16.73,38.71,1002.83
37902,2925,70.42,26,1,0,1251900,0.44,23.1142654,72.4985733,61.53,10010,6.55,68.25,0.0,-0.62,68.25,0.0,-0.62,0.19,0.75,4.81,36.0,-36.06,2.0,-19.75,-1.19,-2.15,-1.5,0.0,0.11,9.8,16.88,38.7,1002.81
37903,2925,70.42,26,1,0,1251900,0.44,23.1142654,72.4985733,61.53,10010,6.55,68.06,0.0,-0.62,68.06,0.0,-0.62,-2.56,-0.44,7.44,36.0,-35.56,1.69,-20.56,0.11,1.27,1.37,0.0,0.11,9.8,17.11,38.69,1002.78
37904,2925,70.42,26,1,0,1251900,0.44,23.1142654,72.4985733,61.53,10010,6.55,67.81,0.0,-0.62,67.81,0.0,-0.62,-2.5,-0.25,8.0,36.0,-35.56,1.69,-20.56,-1.23,-1.09,-0.47,0.0,0.11,9.8,17.28,38.69,1002.76
37905,2925,70.42,26,1,0,1251900,0.44,23.1142654,72.4985733,61.53,10010,6.55,67.56,0.0,-0.62,67.56,0.0,-0.62,-0.5,0.56,6.06,36.0,-35.5,2.75,-19.88,-0.03,1.21,1.37,0.0,0.1,9.8,17.44,38.7,1002.74
37906,2925,70.42,26,1,0,1251900,0.44,23.1142654,72.4985733,61.53,10010,6.55,67.44,0.0,-0.56,67.44,0.0,-0.56,1.06,1.31,0.56,36.0,-36.0,3.25,-20.25,0.08,1.13,0.83,0.0,0.1,9.8,17.56,38.71,1002.73
37907,2925,70.42,26,1,0,1252000,0.41,23.1142693,72.4985657,62.09,10010,6.55,67.31,0.0,-0.56,67.31,0.0,-0.56,-3.5,0.06,3.75,36.0,-35.25,2.88,-19.38,-0.48,-2.56,-1.79,0.0,0.1,9.8,17.68,38.71,1002.71
37908,2925,70.42,26,1,0,1252000,0.41,23.1142693,72.4985657,62.09,10010,6.53,67.31,0.0,-0.56,67.31,0.0,-0.56,1.69,0.62,2.56,36.0,-36.0,4.06,-20.25,0.87,0.74,-0.21,0.0,0.1,9.8,17.86,38.71,1002.69
37909,2925,70.42,26,1,0,1252000,0.41,23.1142693,72.4985657,62.09,10010,6.53,67.19,0.0,-0.56,67.19,0.0,-0.56,1.0,-0.5,0.62,36.0,-36.0,4.06,-20.25,-0.38,-1.83,-0.93,0.0,0.1,9.8,18.01,38.72,1002.67
37910,2925,70.42,26,1,0,1252000,0.41,23.1142693,72.4985657,62.09,10010,6.55,67.12,0.0,-0.56,67.12,0.0,-0.56,-2.06,-0.56,5.5,36.0,-36.56,2.88,-21.5,-0.88,1.26,1.2,0.0,0.1,9.8,18.21,38.73,1002.65
37911,2925,70.42,26,1,0,1252000,0.41,23.1142693,72.4985657,62.09,10010,6.55,66.94,0.0,-0.56,66.94,0.0,-0.56,2.19,0.81,2.94,36.0,-35.25,3.25,-19.69,0.48,-1.74,-1.69,0.0,0.1,9.8,18.35,38.73,1002.63
37912,2925,70.42,26,1,0,1252000,0.41,23.1142693,72.4985657,62.09,10010,6.55,66.81,0.0,-0.56,66.81,0.0,-0.56,-0.44,-0.31,4.88,36.0,-36.5,4.0,-20.69,-0.45,1.3,1.3,0.0,0.1,9.8,18.5,38.73,1002.61
37913,2925,70.42,26,1,0,1252000,0.41,23.1142693,72.4985657,62.09,10010,6.55,66.69,0.0,-0.56,66.69,0.0,-0.56,1.62,-0.06,1.81,36.0,-36.5,4.0,-20.69,0.46,-2.23,-1.46,0.0,0.1,9.8,18.56,38.74,1002.61
37914,2926,70.42,26,1,0,1252000,0.41,23.1142693,72.4985657,62.09,10010,6.55,65.81,0.0,-0.38,65.81,0.0,-0.38,0.06,-0.94,1.88,36.0,-34.88,4.06,-20.56,-0.9,0.07,0.97,0.0,0.07,9.8,18.84,38.71,1002.57
37915,2926,70.42,26,1,0,1252000,0.41,23.1142693,72.4985657,62.09,10010,6.55,65.69,0.0,-0.44,65.69,0.0,-0.44,0.25,-0.31,3.81,36.0,-34.5,3.75,-19.69,-0.77,-0.61,-0.42,0.0,0.07,9.8,19.09,38.7,1002.55
37916,2926,70.42,26,1,0,1252000,0.41,23.1142693,72.4985657,62.09,10010,6.55,65.56,0.0,-0.44,65.56,0.0,-0.44,-0.19,-0.56,5.94,36.0,-34.88,4.25,-20.56,1.36,-0.57,-0.82,0.0,0.07,9.8,19.19,38.7,1002.53
37917,2926,70.42,26,1,0,1252000,0.41,23.1142693,72.4985657,62.09,10010,6.55,65.31,0.0,-0.44,65.31,0.0,-0.44,0.81,-0.62,4.0,36.0,-34.88,5.0,-20.56,-0.38,0.46,0.05,0.0,0.08,9.8,19.42,38.7,1002.5
37918,2926,70.42,26,1,0,1252000,0.41,23.1142693,72.4985657,62.09,10010,6.55,65.12,0.0,-0.44,65.12,0.0,-0.44,-0.81,-0.12,4.5,36.0,-34.88,5.0,-20.56,0.45,-0.52,0.4,0.0,0.08,9.8,19.56,38.71,1002.49
37919,2926,70.42,26,1,0,1252000,0.41,23.1142693,72.4985657,62.09,10010,6.55,64.94,0.0,-0.5,64.94,0.0,-0.5,2.0,-1.0,3.88,36.0,-35.25,4.25,-20.19,-0.72,-0.36,-0.88,0.0,0.08,9.8,19.74,38.71,1002.47
37920,2926,70.42,26,1,0,1252000,0.41,23.1142693,72.4985657,62.09,10010,6.55,64.75,0.0,-0.5,64.75,0.0,-0.5,0.0,-0.25,5.75,36.0,-34.5,4.69,-20.56,0.31,-0.01,-0.89,0.01,0.08,9.8,19.88,38.72,1002.45
37921,2926,70.42,26,1,0,1252000,0.41,23.1142693,72.4985657,62.09,10010,6.53,64.56,0.06,-0.5,64.56,0.06,-0.5,-1.69,-0.69,5.75,36.0,-34.88,5.5,-19.38,0.75,0.55,1.07,0.01,0.08,9.8,19.98,38.72,1002.44
37922,2926,70.42,26,1,0,1252100,0.41,23.1142712,72.4985657,62.67,10010,6.55,64.38,0.06,-0.5,64.38,0.06,-0.5,2.56,0.06,1.69,36.0,-34.19,5.88,-20.56,-1.49,-0.99,-0.65,0.01,0.09,9.8,20.11,38.73,1002.42
37923,2926,70.42,26,1,0,1252100,0.41,23.1142712,72.4985657,62.67,10010,6.55,64.25,0.06,-0.5,64.25,0.06,-0.5,-1.19,0.12,4.69,36.0,-34.19,5.88,-20.56,0.13,-0.26,0.04,0.01,0.08,9.8,20.34,38.73,1002.4
37924,2926,70.42,26,1,0,1252100,0.41,23.1142712,72.4985657,62.67,10010,6.55,64.12,0.06,-0.5,64.12,0.06,-0.5,-2.0,-1.06,3.81,36.0,-35.06,4.5,-20.56,0.78,-0.02,-0.51,0.01,0.08,9.8,20.54,38.73,1002.37
37925,2926,70.42,26,1,0,1252100,0.41,23.1142712,72.4985657,62.67,10010,6.55,64.06,0.06,-0.44,64.06,0.06,-0.44,4.38,0.06,-0.06,36.0,-34.06,5.56,-20.56,-1.45,-0.09,-0.77,0.01,0.09,9.8,20.73,38.74,1002.35
37926,2926,70.42,26,1,0,1252100,0.41,23.1142712,72.4985657,62.67,10010,6.55,63.94,0.06,-0.5,63.94,0.06,-0.5,2.19,-0.19,1.5,36.0,-35.19,6.38,-19.38,-0.01,-1.3,-0.92,0.01,0.09,9.8,20.89,38.74,1002.33
37927,2927,70.42,26,1,0,1252100,0.41,23.1142712,72.4985657,62.67,10010,6.5,61.81,0.25,-0.81,61.81,0.25,-0.81,0.19,-1.19,2.81,36.0,-34.5,6.56,-19.88,0.47,-0.15,0.31,0.05,0.15,9.8,21.21,38.72,1002.29
37928,2927,70.42,26,1,0,1252100,0.41,23.1142712,72.4985657,62.67,10010,6.52,61.75,0.31,-0.88,61.75,0.31,-0.88,2.75,0.25,0.75,36.0,-34.5,6.56,-19.88,-0.04,-2.06,-1.48,0.05,0.15,9.8,21.46,38.71,1002.26
37929,2927,70.42,26,1,0,1252100,0.41,23.1142712,72.4985657,62.67,10010,6.55,61.69,0.31,-0.94,61.69,0.31,-0.94,2.44,-0.25,0.75,36.0,-34.06,7.5,-20.19,-0.98,1.05,-0.18,0.05,0.16,9.8,21.71,38.71,1002.23
37930,2927,70.42,26,1,0,1252100,0.41,23.1142712,72.4985657,62.67,10010,6.47,61.62,0.31,-0.94,61.62,0.31,-0.94,-0.25,0.25,2.0,36.0,-34.56,7.06,-19.75,-0.04,-1.62,-0.49,0.06,0.16,9.8,21.8,38.71,1002.22
37931,2927,70.42,26,1,0,1252100,0.41,23.1142712,72.4985657,62.67,10010,6.5,61.62,0.31,-0.94,61.62,0.31,-0.94,-1.0,-1.19,0.06,36.0,-34.25,7.56,-19.38,0.06,0.04,0.48,0.06,0.16,9.8,21.96,38.71,1002.2
37932,2927,70.42,26,1,0,1252100,0.41,23.1142712,72.4985657,62.67,10010,6.48,61.56,0.31,-0.94,61.56,0.31,-0.94,-2.19,-0.44,1.0,36.0,-34.25,8.25,-18.88,-0.12,0.17,0.62,0.06,0.16,9.8,22.17,38.72,1002.18
37933,2927,70.42,26,1,0,1252100,0.41,23.1142712,72.4985657,62.67,10010,6.47,61.56,0.38,-0.94,61.56,0.38,-0.94,0.94,-1.06,-0.44,36.0,-34.25,8.25,-18.88,-0.33,0.46,0.67,0.06,0.16,9.8,22.31,38.72,1002.16
37934,2927,70.42,26,1,0,1252100,0.41,23.1142712,72.4985657,62.67,10010,6.53,61.56,0.38,-0.94,61.56,0.38,-0.94,1.31,-0.06,0.25,36.0,-34.75,7.19,-19.75,-1.23,-0.68,-0.73,0.06,0.17,9.8,22.48,38.73,1002.14
37935,2927,70.42,26,1,0,1252100,0.41,23.1142712,72.4985657,62.67,10010,6.57,61.56,0.38,-1.0,61.56,0.38,-1.0,-0.94,-0.94,0.5,36.0,-35.19,6.38,-19.38,0.92,-0.7,-0.66,0.07,0.17,9.8,22.53,38.73,1002.14
37936,2927,70.42,26,1,0,1252100,0.41,23.1142712,72.4985657,62.67,10010,6.57,61.56,0.44,-1.06,61.56,0.44,-1.06,2.06,-0.69,-0.31,36.0,-34.75,7.19,-20.56,-0.58,0.73,0.36,0.07,0.18,9.8,22.66,38.74,1002.12
37937,2927,70.42,26,1,0,1252200,0.41,23.114275,72.4985657,63.27,10010,6.57,61.5,0.44,-1.06,61.5,0.44,-1.06,2.5,0.31,0.38,36.0,-34.75,6.75,-20.19,-1.06,-0.69,-0.75,0.07,0.19,9.8,22.81,38.74,1002.1
37938,2927,70.42,26,1,0,1252200,0.41,23.114275,72.4985657,63.27,10010,6.57,61.5,0.44,-1.12,61.5,0.44,-1.12,-2.0,0.06,1.56,36.0,-34.75,6.75,-20.19,1.08,-0.35,0.51,0.07,0.19,9.8,22.87,38.75,1002.1
37939,2927,70.42,26,1,0,1252200,0.41,23.114275,72.4985657,63.27,10010,6.55,61.5,0.44,-1.12,61.5,0.44,-1.12,1.94,0.31,-0.88,36.0,-36.25,6.06,-19.38,-0.84,-0.44,-0.14,0.07,0.2,9.8,22.92,38.75,1002.09
37940,2928,70.42,26,1,0,1252200,0.41,23.114275,72.4985657,63.27,10010,6.5,61.12,0.38,-1.06,61.12,0.38,-1.06,0.75,-0.06,2.31,36.0,-35.38,7.06,-20.19,-1.23,0.0,0.05,0.07,0.19,9.8,23.24,38.73,1002.05
37941,2928,70.42,26,1,0,1252200,0.41,23.114275,72.4985657,63.27,10010,6.52,61.06,0.38,-1.12,61.06,0.38,-1.12,-1.5,0.31,3.06,36.0,-35.38,6.69,-19.38,0.43,0.11,-0.52,0.07,0.19,9.8,23.54,38.72,1002.02
37942,2928,70.42,26,1,0,1252200,0.41,23.114275,72.4985657,63.27,10010,6.53,61.0,0.38,-1.06,61.0,0.38,-1.06,1.56,0.81,1.31,36.0,-34.25,7.75,-20.19,0.34,-1.13,-0.57,0.07,0.19,9.8,23.75,38.71,1001.99
37943,2928,70.42,26,1,0,1252200,0.41,23.114275,72.4985657,63.27,10010,6.55,60.94,0.38,-1.12,60.94,0.38,-1.12,-0.69,-0.81,1.06,36.0,-34.25,7.75,-20.19,-1.12,1.17,0.69,0.07,0.19,9.8,23.99,38.72,1001.96
37944,2928,70.42,26,1,0,1252200,0.41,23.114275,72.4985657,63.27,10010,6.48,60.88,0.38,-1.12,60.88,0.38,-1.12,0.06,0.38,1.81,36.0,-33.56,7.5,-18.88,0.17,-1.11,-0.88,0.07,0.19,9.8,24.27,38.72,1001.93
37945,2928,70.42,26,1,0,1252200,0.41,23.114275,72.4985657,63.27,10010,6.5,60.81,0.38,-1.12,60.81,0.38,-1.12,0.0,0.38,0.44,36.0,-34.69,7.06,-19.38,0.22,-0.73,0.53,0.07,0.19,9.8,24.42,38.72,1001.91
37946,2928,70.42,26,1,0,1252200,0.41,23.114275,72.4985657,63.27,10010,6.53,60.81,0.38,-1.12,60.81,0.38,-1.12,-0.62,-0.94,0.81,36.0,-34.25,6.69,-20.19,-1.33,1.0,-0.79,0.07,0.19,9.8,24.58,38.73,1001.89
37947,2928,70.42,26,1,0,1252200,0.41,23.114275,72.4985657,63.27,10010,6.52,60.81,0.38,-1.06,60.81,0.38,-1.06,2.12,0.62,0.31,36.0,-33.88,8.25,-19.38,0.38,-1.33,-0.5,0.07,0.19,9.8,24.74,38.73,1001.87
37948,2928,70.42,26,1,0,1252200,0.41,23.114275,72.4985657,63.27,10010,6.55,60.75,0.38,-1.12,60.75,0.38,-1.12,1.19,-0.31,0.69,36.0,-33.88,8.25,-19.38,0.17,0.64,1.0,0.06,0.19,9.8,24.88,38.74,1001.86
37949,2928,70.42,26,1,0,1252200,0.41,23.114275,72.4985657,63.27,10010,6.55,60.75,0.38,-1.12,60.75,0.38,-1.12,1.88,1.19,-0.44,36.0,-34.69,7.56,-21.06,-1.21,-0.63,-1.29,0.06,0.2,9.8,25.08,38.74,1001.83
37950,2928,70.42,26,1,0,1252200,0.41,23.114275,72.4985657,63.27,10010,6.57,60.75,0.38,-1.12,60.75,0.38,-1.12,2.69,0.94,-0.56,36.0,-34.69,7.19,-21.06,-1.17,-0.9,-1.09,0.06,0.2,9.8,25.16,38.75,1001.82
37951,2928,70.42,26,1,0,1252200,0.41,23.114275,72.4985657,63.27,10010,6.55,60.75,0.38,-1.19,60.75,0.38,-1.19,-2.69,0.06,2.31,36.0,-34.25,6.75,-19.75,1.57,-0.19,0.76,0.06,0.2,9.8,25.25,38.75,1001.81
37952,2928,70.42,26,1,0,1252300,0.56,23.1142769,72.498558,63.93,10010,6.57,60.69,0.31,-1.19,60.69,0.31,-1.19,2.5,-0.25,-1.12,36.0,-34.69,7.56,-20.19,-0.74,0.0,-0.98,0.06,0.21,9.8,25.19,38.75,1001.82
